date,region,sales_rep,product,deal_stage,deal_size,units_sold,unit_price,revenue,month,month_name,quarter,day_of_week,is_won,revenue_per_unit
2023-01-14,East,Eva,Support Package,Closed Won,Medium,2,8294.33,16588.66,1,Jan,1,Saturday,1,8294.33
2023-02-12,Unknown,Alice,Training,Closed Lost,Medium,9,705.85,0.0,2,Feb,1,Sunday,0,0.0
2023-11-26,North,Eva,Software License,Closed Won,Medium,17,4235.66,72006.22,11,Nov,4,Sunday,1,4235.66
2023-08-08,West,Eva,Consulting,Closed Lost,Large,5,7024.18,0.0,8,Aug,3,Tuesday,0,0.0
2023-03-11,West,Frank,Support Package,Closed Lost,Medium,12,10547.18,0.0,3,Mar,1,Saturday,0,0.0
2023-08-25,West,Henry,Hardware,Closed Won,Small,1,11130.83,11130.83,8,Aug,3,Friday,1,11130.83
2023-04-04,East,Henry,Hardware,Closed Won,Medium,10,14933.61,149336.1,4,Apr,2,Tuesday,1,14933.61
2023-01-26,West,Carol,Consulting,Closed Won,Large,11,4668.91,51358.01,1,Jan,1,Thursday,1,4668.91
2023-05-14,West,Bob,Software Liscense,Closed Won,Small,16,8304.19,132867.04,5,May,2,Sunday,1,8304.19
2023-07-14,West,Alice,Consulting,Closed Lost,Small,14,8233.19,0.0,7,Jul,3,Friday,0,0.0
2023-06-17,South,Frank,Support Package,Closed Won,Small,8,6381.86,51054.88,6,Jun,2,Saturday,1,6381.86
2023-04-19,East,Carol,Hardware,Closed Lost,Medium,17,2952.85,0.0,4,Apr,2,Wednesday,0,0.0
2023-08-21,West,Grace,Consulting,Closed Won,Medium,18,14673.12,264116.16,8,Aug,3,Monday,1,14673.12
2023-06-17,North,Bob,Software Liscense,Closed Won,Medium,12,12873.1,154477.2,6,Jun,2,Saturday,1,12873.1
2023-06-22,North,Bob,Consulting,Closed Won,Large,17,7725.83,131339.11,6,Jun,2,Thursday,1,7725.83
2023-07-14,Unknown,Frank,Training,Closed Won,Medium,14,9247.06,129458.84,7,Jul,3,Friday,1,9247.06
2023-05-23,East,David,Software Liscense,Closed Won,Small,16,3795.29,60724.64,5,May,2,Tuesday,1,3795.29
2023-08-04,East,Alice,Support Package,Closed Won,Small,14,8384.91,117388.74,8,Aug,3,Friday,1,8384.91
2023-05-10,North,Bob,Hardware,Closed Won,Small,9,10577.07,95193.63,5,May,2,Wednesday,1,10577.07
2023-02-11,West,Frank,Consulting,Closed Won,Small,4,7969.92,31879.68,2,Feb,1,Saturday,1,7969.92
2023-08-29,East,Frank,Software Liscense,Closed Lost,Medium,11,14859.13,0.0,8,Aug,3,Tuesday,0,0.0
2023-01-10,North,Carol,Training,Closed Won,Large,6,9364.45,56186.7,1,Jan,1,Tuesday,1,9364.45
2023-10-04,North,Grace,Software Liscense,Closed Lost,Small,15,5879.12,0.0,10,Oct,4,Wednesday,0,0.0
2023-01-27,West,David,Training,Closed Lost,Medium,5,11696.2,0.0,1,Jan,1,Friday,0,0.0
2023-06-29,South,Alice,Support Package,Closed Lost,Medium,11,2971.71,0.0,6,Jun,2,Thursday,0,0.0
2023-04-25,East,Henry,Hardware,Closed Won,Small,18,7411.74,133411.32,4,Apr,2,Tuesday,1,7411.74
2023-11-29,West,Eva,Support Package,Closed Lost,Small,13,5530.9,0.0,11,Nov,4,Wednesday,0,0.0
2023-02-05,North,Grace,Consulting,Closed Won,Small,11,6761.2,74373.2,2,Feb,1,Sunday,1,6761.2
2023-11-30,North,Grace,Software Liscense,Closed Won,Small,14,11835.81,165701.34,11,Nov,4,Thursday,1,11835.81
2023-01-21,West,Carol,Training,Closed Won,Large,18,7520.51,135369.18,1,Jan,1,Saturday,1,7520.51
2023-01-16,East,Henry,Training,Closed Lost,Small,19,12013.21,0.0,1,Jan,1,Monday,0,0.0
2023-05-07,South,Bob,Software Liscense,Closed Won,Small,15,8859.09,132886.35,5,May,2,Sunday,1,8859.09
2023-04-13,South,Bob,Software Liscense,Closed Lost,Medium,9,5460.01,0.0,4,Apr,2,Thursday,0,0.0
2023-01-11,North,Carol,Consulting,Closed Won,Large,8,12244.69,97957.52,1,Jan,1,Wednesday,1,12244.69
2023-11-15,East,Frank,Support Package,Closed Lost,Small,1,3955.2,0.0,11,Nov,4,Wednesday,0,0.0
2023-03-20,South,Bob,Training,Closed Lost,Small,4,3753.55,0.0,3,Mar,1,Monday,0,0.0
2023-05-03,East,David,Consulting,Closed Won,Small,14,7815.29,109414.06,5,May,2,Wednesday,1,7815.29
2023-03-06,East,Alice,Support Package,Closed Lost,Small,2,4282.31,0.0,3,Mar,1,Monday,0,0.0
2023-08-31,North,Grace,Consulting,Closed Won,Small,16,631.76,10108.16,8,Aug,3,Thursday,1,631.76
2023-12-09,South,Grace,Training,Closed Won,Medium,3,9900.31,29700.93,12,Dec,4,Saturday,1,9900.31
2023-02-28,West,David,Software Liscense,Closed Won,Small,8,7910.86,63286.88,2,Feb,1,Tuesday,1,7910.86
2023-10-16,North,Henry,Software Liscense,Closed Won,Small,6,6960.01,41760.06,10,Oct,4,Monday,1,6960.01
2023-04-22,South,Bob,Support Package,Closed Won,Medium,16,14521.04,232336.64,4,Apr,2,Saturday,1,14521.04
2023-08-27,South,Grace,Hardware,Closed Won,Small,16,8782.39,140518.24,8,Aug,3,Sunday,1,8782.39
2023-12-25,South,Eva,Support Package,Closed Won,Small,7,13019.76,91138.32,12,Dec,4,Monday,1,13019.76
2023-05-12,South,Henry,Hardware,Closed Lost,Small,13,2522.03,0.0,5,May,2,Friday,0,0.0
2023-07-08,South,Alice,Consulting,Closed Lost,Large,13,8753.49,0.0,7,Jul,3,Saturday,0,0.0
2023-03-27,East,Alice,Consulting,Closed Lost,Small,5,13085.7,0.0,3,Mar,1,Monday,0,0.0
2023-11-07,North,Grace,Training,Closed Lost,Large,18,8955.03,0.0,11,Nov,4,Tuesday,0,0.0
2023-11-07,East,Carol,Hardware,Closed Lost,Medium,15,10911.21,0.0,11,Nov,4,Tuesday,0,0.0
2023-02-28,West,Henry,Training,Closed Won,Small,18,5894.63,106103.34,2,Feb,1,Tuesday,1,5894.63
2023-03-25,South,Grace,Software Liscense,Closed Won,Large,2,1840.52,3681.04,3,Mar,1,Saturday,1,1840.52
2023-06-09,North,Carol,Hardware,Closed Lost,Small,10,7139.55,0.0,6,Jun,2,Friday,0,0.0
2023-02-25,South,Grace,Support Package,Closed Won,Small,13,6219.95,80859.35,2,Feb,1,Saturday,1,6219.95
2023-10-24,North,Eva,Software Liscense,Closed Lost,Medium,18,13072.37,0.0,10,Oct,4,Tuesday,0,0.0
2023-01-14,East,Henry,Software Liscense,Closed Won,Medium,15,7411.74,111176.1,1,Jan,1,Saturday,1,7411.74
2023-06-09,North,Frank,Support Package,Closed Won,Medium,12,14517.65,174211.8,6,Jun,2,Friday,1,14517.65
2023-10-22,West,Alice,Software Liscense,Closed Won,Small,15,14393.0,215895.0,10,Oct,4,Sunday,1,14393.0
2023-12-13,West,Grace,Hardware,Closed Won,Small,13,4090.66,53178.58,12,Dec,4,Wednesday,1,4090.66
2023-07-12,North,Eva,Training,Closed Won,Medium,18,5546.75,99841.5,7,Jul,3,Wednesday,1,5546.75
2023-07-23,North,Carol,Software Liscense,Closed Lost,Small,15,13485.56,0.0,7,Jul,3,Sunday,0,0.0
2023-04-12,North,Carol,Hardware,Closed Won,Small,11,14516.02,159676.22,4,Apr,2,Wednesday,1,14516.02
2023-02-08,North,Alice,Consulting,Closed Won,Small,19,6929.87,131667.53,2,Feb,1,Wednesday,1,6929.87
2023-10-31,West,David,Hardware,Closed Lost,Small,3,5154.46,0.0,10,Oct,4,Tuesday,0,0.0
2023-12-20,South,Grace,Training,Closed Lost,Large,7,8128.36,0.0,12,Dec,4,Wednesday,0,0.0
2023-11-18,North,Henry,Hardware,Closed Won,Small,14,10472.65,146617.1,11,Nov,4,Saturday,1,10472.65
2023-05-05,North,Bob,Support Package,Closed Lost,Large,14,4465.38,0.0,5,May,2,Friday,0,0.0
2023-02-22,West,Carol,Training,Closed Won,Small,13,11178.86,145325.18,2,Feb,1,Wednesday,1,11178.86
2023-12-23,West,Henry,Consulting,Closed Won,Medium,12,1249.03,14988.36,12,Dec,4,Saturday,1,1249.03
2023-06-04,East,Henry,Support Package,Closed Won,Small,9,1214.77,10932.93,6,Jun,2,Sunday,1,1214.77
2023-12-17,North,Frank,Hardware,Closed Lost,Small,1,6101.17,0.0,12,Dec,4,Sunday,0,0.0
2023-11-04,East,Henry,Training,Closed Lost,Small,19,5625.36,0.0,11,Nov,4,Saturday,0,0.0
2023-03-03,West,Henry,Consulting,Closed Won,Small,11,5076.68,55843.48,3,Mar,1,Friday,1,5076.68
2023-10-17,West,Frank,Support Package,Closed Lost,Medium,19,7411.74,0.0,10,Oct,4,Tuesday,0,0.0
2023-01-22,South,Carol,Consulting,Closed Won,Large,18,5150.64,92711.52,1,Jan,1,Sunday,1,5150.64
2023-06-27,North,Henry,Hardware,Closed Won,Medium,12,3287.74,39452.88,6,Jun,2,Tuesday,1,3287.74
2023-09-30,East,David,Consulting,Closed Won,Small,1,4987.31,4987.31,9,Sep,3,Saturday,1,4987.31
2023-08-08,West,David,Software Liscense,Closed Won,Small,19,14636.11,278086.09,8,Aug,3,Tuesday,1,14636.11
2023-12-05,West,Eva,Support Package,Closed Won,Small,17,6461.14,109839.38,12,Dec,4,Tuesday,1,6461.14
2023-07-09,East,Frank,Consulting,Closed Won,Medium,5,6948.34,34741.7,7,Jul,3,Sunday,1,6948.34
2023-02-05,South,Eva,Hardware,Closed Lost,Medium,3,8859.9,0.0,2,Feb,1,Sunday,0,0.0
2023-09-17,West,Frank,Hardware,Closed Won,Large,2,14758.44,29516.88,9,Sep,3,Sunday,1,14758.44
2023-11-28,North,Grace,Software License,Closed Won,Small,3,4003.22,12009.66,11,Nov,4,Tuesday,1,4003.22
2023-06-24,West,Grace,Hardware,Closed Won,Medium,8,10378.59,83028.72,6,Jun,2,Saturday,1,10378.59
2023-01-07,North,Henry,Training,Closed Won,Small,16,10881.78,174108.48,1,Jan,1,Saturday,1,10881.78
2023-08-04,East,Bob,Training,Closed Won,Medium,6,9306.2,55837.2,8,Aug,3,Friday,1,9306.2
2023-09-08,North,Grace,Training,Closed Lost,Medium,13,1784.39,0.0,9,Sep,3,Friday,0,0.0
2023-02-24,East,Bob,Software Liscense,Closed Won,Medium,16,10314.65,165034.4,2,Feb,1,Friday,1,10314.65
2023-08-10,North,Grace,Consulting,Closed Lost,Medium,16,1429.37,0.0,8,Aug,3,Thursday,0,0.0
2023-07-05,East,Alice,Software Liscense,Closed Lost,Small,3,9144.07,0.0,7,Jul,3,Wednesday,0,0.0
2023-11-22,North,Grace,Hardware,Closed Won,Medium,13,11223.93,145911.09,11,Nov,4,Wednesday,1,11223.93
2023-08-24,South,Eva,Software Liscense,Closed Lost,Small,14,3559.06,0.0,8,Aug,3,Thursday,0,0.0
2023-12-29,North,Carol,Hardware,Closed Won,Medium,8,12703.52,101628.16,12,Dec,4,Friday,1,12703.52
2023-03-20,North,Henry,Hardware,Closed Won,Small,12,940.13,11281.56,3,Mar,1,Monday,1,940.13
2023-08-11,South,Eva,Support Package,Closed Won,Medium,8,12735.29,101882.32,8,Aug,3,Friday,1,12735.29
2023-04-01,Unknown,Carol,Training,Closed Won,Large,9,7174.77,64572.93,4,Apr,2,Saturday,1,7174.77
2023-09-25,West,David,Hardware,Closed Won,Large,1,3655.03,3655.03,9,Sep,3,Monday,1,3655.03
2023-11-30,North,Eva,Support Package,Closed Won,Medium,6,2439.78,14638.68,11,Nov,4,Thursday,1,2439.78
2023-05-19,South,David,Training,Closed Won,Medium,19,14322.95,272136.05,5,May,2,Friday,1,14322.95
2023-11-12,North,Bob,Hardware,Closed Won,Medium,11,1553.65,17090.15,11,Nov,4,Sunday,1,1553.65
2023-10-03,East,Bob,Hardware,Closed Won,Medium,11,3386.85,37255.35,10,Oct,4,Tuesday,1,3386.85
2023-09-05,East,Alice,Software Liscense,Closed Lost,Large,13,5543.42,0.0,9,Sep,3,Tuesday,0,0.0
2023-08-27,North,Grace,Software Liscense,Closed Lost,Small,11,9493.41,0.0,8,Aug,3,Sunday,0,0.0
2023-08-12,West,Eva,Training,Closed Won,Large,18,8399.62,151193.16,8,Aug,3,Saturday,1,8399.62
2023-10-31,West,David,Hardware,Closed Won,Large,15,2321.83,34827.45,10,Oct,4,Tuesday,1,2321.83
2023-05-18,North,Carol,Consulting,Closed Lost,Medium,1,4701.06,0.0,5,May,2,Thursday,0,0.0
2023-06-15,North,Bob,Software Liscense,Closed Lost,Small,7,3961.9,0.0,6,Jun,2,Thursday,0,0.0
2023-05-06,East,Grace,Training,Closed Lost,Small,13,3596.37,0.0,5,May,2,Saturday,0,0.0
2023-02-14,West,Bob,Hardware,Closed Won,Large,12,6461.59,77539.08,2,Feb,1,Tuesday,1,6461.59
2023-05-23,North,Carol,Hardware,Closed Won,Small,18,10708.46,192752.28,5,May,2,Tuesday,1,10708.46
2023-08-19,East,Grace,Consulting,Closed Won,Large,19,3653.07,69408.33,8,Aug,3,Saturday,1,3653.07
2023-05-05,West,Grace,Training,Closed Won,Small,15,5816.84,87252.6,5,May,2,Friday,1,5816.84
2023-08-26,South,David,Hardware,Closed Lost,Small,8,6168.3,0.0,8,Aug,3,Saturday,0,0.0
2023-10-19,East,David,Software Liscense,Closed Lost,Large,19,14658.62,0.0,10,Oct,4,Thursday,0,0.0
2023-11-09,West,Eva,Consulting,Closed Won,Medium,10,14342.66,143426.6,11,Nov,4,Thursday,1,14342.66
2023-12-09,West,Eva,Training,Closed Lost,Medium,7,12101.99,0.0,12,Dec,4,Saturday,0,0.0
2023-07-14,East,Frank,Consulting,Closed Won,Medium,18,4004.05,72072.9,7,Jul,3,Friday,1,4004.05
2023-06-22,South,Henry,Software Liscense,Closed Won,Small,16,1486.54,23784.64,6,Jun,2,Thursday,1,1486.54
2023-01-15,Unknown,Frank,Training,Closed Won,Medium,6,5095.11,30570.66,1,Jan,1,Sunday,1,5095.11
2023-09-11,West,Alice,Consulting,Closed Lost,Small,9,4368.52,0.0,9,Sep,3,Monday,0,0.0
2023-06-16,North,Bob,Support Package,Closed Won,Large,13,7835.92,101866.96,6,Jun,2,Friday,1,7835.92
2023-04-04,North,Eva,Software Liscense,Closed Lost,Large,8,11777.05,0.0,4,Apr,2,Tuesday,0,0.0
2023-09-07,East,David,Software Liscense,Closed Lost,Small,16,12945.68,0.0,9,Sep,3,Thursday,0,0.0
2023-04-19,West,Carol,Software Liscense,Closed Won,Medium,13,12750.53,165756.89,4,Apr,2,Wednesday,1,12750.53
2023-07-01,North,David,Support Package,Closed Won,Medium,13,5715.3,74298.9,7,Jul,3,Saturday,1,5715.3
2023-05-13,West,Bob,Support Package,Closed Lost,Small,17,10464.9,0.0,5,May,2,Saturday,0,0.0
2023-06-24,East,Frank,Hardware,Closed Won,Large,5,5036.1,25180.5,6,Jun,2,Saturday,1,5036.1
2023-05-24,North,David,Consulting,Closed Lost,Small,17,1383.13,0.0,5,May,2,Wednesday,0,0.0
2023-11-02,West,Henry,Hardware,Closed Lost,Small,9,10672.7,0.0,11,Nov,4,Thursday,0,0.0
2023-12-26,North,Alice,Consulting,Closed Won,Medium,2,642.5,1285.0,12,Dec,4,Tuesday,1,642.5
2023-05-22,East,Bob,Support Package,Closed Won,Medium,18,6433.15,115796.7,5,May,2,Monday,1,6433.15
2023-10-12,West,Frank,Support Package,Closed Lost,Medium,9,5276.0,0.0,10,Oct,4,Thursday,0,0.0
2023-01-06,North,Henry,Hardware,Closed Lost,Medium,6,10553.97,0.0,1,Jan,1,Friday,0,0.0
2023-09-22,East,Carol,Training,Closed Won,Medium,11,11610.56,127716.16,9,Sep,3,Friday,1,11610.56
2023-04-08,North,Frank,Hardware,Closed Won,Medium,6,4909.37,29456.22,4,Apr,2,Saturday,1,4909.37
2023-02-13,North,Grace,Consulting,Closed Won,Small,6,12268.59,73611.54,2,Feb,1,Monday,1,12268.59
2023-05-04,South,Henry,Hardware,Closed Lost,Small,13,4761.79,0.0,5,May,2,Thursday,0,0.0
2023-07-28,South,Henry,Software Liscense,Closed Lost,Small,11,6971.73,0.0,7,Jul,3,Friday,0,0.0
2023-09-08,East,Alice,Consulting,Closed Lost,Small,14,11041.77,0.0,9,Sep,3,Friday,0,0.0
2023-10-12,South,Bob,Consulting,Closed Won,Medium,2,7411.74,14823.48,10,Oct,4,Thursday,1,7411.74
2023-05-04,East,Carol,Training,Closed Won,Small,8,14816.84,118534.72,5,May,2,Thursday,1,14816.84
2023-12-20,South,Alice,Software License,Closed Lost,Small,3,3764.83,0.0,12,Dec,4,Wednesday,0,0.0
2023-09-01,North,Frank,Consulting,Closed Won,Small,3,10103.61,30310.83,9,Sep,3,Friday,1,10103.61
2023-11-27,East,Alice,Support Package,Closed Won,Large,1,9340.39,9340.39,11,Nov,4,Monday,1,9340.39
2023-12-31,East,Henry,Hardware,Closed Won,Large,19,7411.74,140823.06,12,Dec,4,Sunday,1,7411.74
2023-09-09,North,Bob,Software Liscense,Closed Lost,Medium,18,2767.25,0.0,9,Sep,3,Saturday,0,0.0
2023-08-18,East,Eva,Training,Closed Lost,Large,17,11401.07,0.0,8,Aug,3,Friday,0,0.0
2023-01-09,East,Alice,Support Package,Closed Won,Medium,13,8739.89,113618.57,1,Jan,1,Monday,1,8739.89
2023-02-17,South,Grace,Consulting,Closed Won,Medium,3,4482.66,13447.98,2,Feb,1,Friday,1,4482.66
2023-05-31,East,Alice,Support Package,Closed Won,Small,1,7411.74,7411.74,5,May,2,Wednesday,1,7411.74
2023-04-24,West,Frank,Consulting,Closed Lost,Medium,4,5339.76,0.0,4,Apr,2,Monday,0,0.0
2023-07-27,North,Frank,Support Package,Closed Won,Medium,13,8900.04,115700.52,7,Jul,3,Thursday,1,8900.04
2023-12-21,South,Carol,Consulting,Closed Won,Medium,17,13390.51,227638.67,12,Dec,4,Thursday,1,13390.51
2023-05-05,South,Frank,Hardware,Closed Won,Medium,11,8754.92,96304.12,5,May,2,Friday,1,8754.92
2023-06-06,West,David,Consulting,Closed Lost,Medium,2,9659.98,0.0,6,Jun,2,Tuesday,0,0.0
2023-12-06,North,Bob,Consulting,Closed Won,Medium,16,8021.84,128349.44,12,Dec,4,Wednesday,1,8021.84
2023-10-25,North,Bob,Software Liscense,Closed Won,Large,2,1241.9,2483.8,10,Oct,4,Wednesday,1,1241.9
2023-07-08,South,Eva,Consulting,Closed Won,Small,19,7411.74,140823.06,7,Jul,3,Saturday,1,7411.74
2023-08-31,East,Eva,Software Liscense,Closed Lost,Medium,19,7634.03,0.0,8,Aug,3,Thursday,0,0.0
2023-10-11,South,Bob,Training,Closed Won,Small,16,4998.41,79974.56,10,Oct,4,Wednesday,1,4998.41
2023-09-29,North,Grace,Software Liscense,Closed Lost,Medium,19,3135.57,0.0,9,Sep,3,Friday,0,0.0
2023-06-26,West,Eva,Hardware,Closed Won,Medium,9,7809.93,70289.37,6,Jun,2,Monday,1,7809.93
2023-08-06,South,Carol,Software Liscense,Closed Won,Small,1,5180.74,5180.74,8,Aug,3,Sunday,1,5180.74
2023-10-09,North,Frank,Training,Closed Won,Medium,10,4242.56,42425.6,10,Oct,4,Monday,1,4242.56
2023-06-19,Unknown,Bob,Hardware,Closed Lost,Small,19,7227.79,0.0,6,Jun,2,Monday,0,0.0
2023-06-30,East,Henry,Support Package,Closed Won,Medium,1,2432.62,2432.62,6,Jun,2,Friday,1,2432.62
2023-12-26,South,Eva,Support Package,Closed Lost,Small,2,13952.31,0.0,12,Dec,4,Tuesday,0,0.0
2023-08-21,South,Bob,Software Liscense,Closed Lost,Medium,16,13081.68,0.0,8,Aug,3,Monday,0,0.0
2023-05-19,North,David,Software Liscense,Closed Won,Small,12,10760.5,129126.0,5,May,2,Friday,1,10760.5
2023-06-06,North,Alice,Training,Closed Lost,Medium,8,2040.1,0.0,6,Jun,2,Tuesday,0,0.0
2023-05-09,North,Frank,Training,Closed Lost,Small,18,11750.22,0.0,5,May,2,Tuesday,0,0.0
2023-04-29,South,Bob,Consulting,Closed Won,Large,2,12215.38,24430.76,4,Apr,2,Saturday,1,12215.38
2023-03-03,East,Alice,Training,Closed Won,Large,13,11632.59,151223.67,3,Mar,1,Friday,1,11632.59
2023-04-09,Unknown,Eva,Consulting,Closed Lost,Large,6,2152.51,0.0,4,Apr,2,Sunday,0,0.0
2023-06-11,West,Alice,Hardware,Closed Won,Medium,6,9836.67,59020.02,6,Jun,2,Sunday,1,9836.67
2023-03-03,North,Frank,Software Liscense,Closed Lost,Medium,9,12597.71,0.0,3,Mar,1,Friday,0,0.0
2023-10-02,North,Bob,Hardware,Closed Lost,Small,16,8871.62,0.0,10,Oct,4,Monday,0,0.0
2023-12-20,South,David,Training,Closed Won,Small,11,9872.91,108602.01,12,Dec,4,Wednesday,1,9872.91
2023-04-05,West,Grace,Hardware,Closed Lost,Small,7,7146.27,0.0,4,Apr,2,Wednesday,0,0.0
2023-04-09,North,Eva,Hardware,Closed Won,Medium,10,8166.26,81662.6,4,Apr,2,Sunday,1,8166.26
2023-04-21,East,Bob,Hardware,Closed Won,Large,10,998.46,9984.6,4,Apr,2,Friday,1,998.46
2023-09-05,East,Frank,Training,Closed Won,Small,18,9764.96,175769.28,9,Sep,3,Tuesday,1,9764.96
2023-05-22,North,Eva,Hardware,Closed Won,Large,9,1680.98,15128.82,5,May,2,Monday,1,1680.98
2023-10-29,North,Carol,Consulting,Closed Lost,Medium,15,7411.74,0.0,10,Oct,4,Sunday,0,0.0
2023-09-26,West,Alice,Training,Closed Lost,Medium,4,4743.5,0.0,9,Sep,3,Tuesday,0,0.0
2023-11-02,West,Grace,Hardware,Closed Lost,Small,8,8408.71,0.0,11,Nov,4,Thursday,0,0.0
2023-05-25,South,Frank,Training,Closed Won,Small,9,2434.54,21910.86,5,May,2,Thursday,1,2434.54
2023-02-21,West,Carol,Support Package,Closed Won,Medium,13,10528.83,136874.79,2,Feb,1,Tuesday,1,10528.83
2023-04-10,East,Henry,Consulting,Closed Lost,Medium,9,12027.67,0.0,4,Apr,2,Monday,0,0.0
2023-06-01,East,Bob,Hardware,Closed Won,Small,4,2868.64,11474.56,6,Jun,2,Thursday,1,2868.64
2023-04-27,North,David,Support Package,Closed Lost,Medium,17,2012.54,0.0,4,Apr,2,Thursday,0,0.0
2023-07-04,West,Eva,Support Package,Closed Lost,Large,16,2609.97,0.0,7,Jul,3,Tuesday,0,0.0
2023-04-02,South,Alice,Training,Closed Lost,Medium,15,13218.35,0.0,4,Apr,2,Sunday,0,0.0
2023-06-04,East,Eva,Support Package,Closed Lost,Large,3,8158.74,0.0,6,Jun,2,Sunday,0,0.0
2023-01-08,East,Grace,Consulting,Closed Won,Small,5,7275.28,36376.4,1,Jan,1,Sunday,1,7275.28
2023-12-29,South,Bob,Consulting,Closed Lost,Small,5,2047.32,0.0,12,Dec,4,Friday,0,0.0
2023-10-01,South,Eva,Software Liscense,Closed Won,Medium,15,9918.56,148778.4,10,Oct,4,Sunday,1,9918.56
2023-03-06,East,Alice,Consulting,Closed Lost,Small,18,13085.99,0.0,3,Mar,1,Monday,0,0.0
2023-05-21,East,Bob,Support Package,Closed Won,Small,15,12508.7,187630.5,5,May,2,Sunday,1,12508.7
2023-01-24,South,Eva,Consulting,Closed Lost,Small,2,9577.79,0.0,1,Jan,1,Tuesday,0,0.0
2023-01-28,Unknown,David,Training,Closed Lost,Small,13,1591.54,0.0,1,Jan,1,Saturday,0,0.0
2023-10-11,North,Frank,Software Liscense,Closed Won,Small,4,7411.74,29646.96,10,Oct,4,Wednesday,1,7411.74
2023-05-30,North,Bob,Support Package,Closed Won,Small,10,1214.98,12149.8,5,May,2,Tuesday,1,1214.98
2023-12-24,South,Frank,Software Liscense,Closed Lost,Small,13,4233.45,0.0,12,Dec,4,Sunday,0,0.0
2023-03-06,West,Henry,Support Package,Closed Won,Small,10,2467.09,24670.9,3,Mar,1,Monday,1,2467.09
2023-11-23,South,Bob,Training,Closed Won,Medium,9,4270.7,38436.3,11,Nov,4,Thursday,1,4270.7
2023-09-09,South,David,Software Liscense,Closed Won,Medium,8,6083.34,48666.72,9,Sep,3,Saturday,1,6083.34
2023-02-22,West,Frank,Hardware,Closed Won,Medium,3,14173.25,42519.75,2,Feb,1,Wednesday,1,14173.25
2023-01-07,West,Carol,Support Package,Closed Lost,Small,16,9350.45,0.0,1,Jan,1,Saturday,0,0.0
2023-10-21,West,Alice,Hardware,Closed Won,Small,14,12607.12,176499.68,10,Oct,4,Saturday,1,12607.12
2023-05-26,North,Carol,Software Liscense,Closed Won,Medium,9,10800.1,97200.9,5,May,2,Friday,1,10800.1
2023-08-29,East,Eva,Hardware,Closed Won,Medium,11,2131.3,23444.3,8,Aug,3,Tuesday,1,2131.3
2023-09-03,North,David,Hardware,Closed Won,Medium,3,11170.85,33512.55,9,Sep,3,Sunday,1,11170.85
2023-08-14,East,Carol,Software Liscense,Closed Won,Small,5,4488.93,22444.65,8,Aug,3,Monday,1,4488.93
2023-06-24,North,Bob,Training,Closed Won,Large,10,9767.06,97670.6,6,Jun,2,Saturday,1,9767.06
2023-04-05,East,Eva,Hardware,Closed Won,Small,13,5443.95,70771.35,4,Apr,2,Wednesday,1,5443.95
2023-01-27,North,Eva,Hardware,Closed Won,Small,4,14966.25,59865.0,1,Jan,1,Friday,1,14966.25
2023-05-10,West,Carol,Training,Closed Lost,Medium,13,4321.5,0.0,5,May,2,Wednesday,0,0.0
2023-09-02,South,Henry,Hardware,Closed Won,Medium,12,4547.39,54568.68,9,Sep,3,Saturday,1,4547.39
2023-02-28,North,Carol,Hardware,Closed Won,Small,5,13994.75,69973.75,2,Feb,1,Tuesday,1,13994.75
2023-02-03,East,Henry,Hardware,Closed Won,Small,10,857.34,8573.4,2,Feb,1,Friday,1,857.34
2023-07-25,West,David,Consulting,Closed Won,Medium,9,10601.99,95417.91,7,Jul,3,Tuesday,1,10601.99
2023-09-09,North,Alice,Training,Closed Lost,Small,7,7411.74,0.0,9,Sep,3,Saturday,0,0.0
2023-02-07,North,Carol,Hardware,Closed Won,Small,2,12627.49,25254.98,2,Feb,1,Tuesday,1,12627.49
2023-10-23,West,Grace,Training,Closed Lost,Small,7,14629.37,0.0,10,Oct,4,Monday,0,0.0
2023-11-19,North,Henry,Support Package,Closed Lost,Medium,8,14646.23,0.0,11,Nov,4,Sunday,0,0.0
2023-12-18,South,Carol,Support Package,Closed Won,Small,7,1446.51,10125.57,12,Dec,4,Monday,1,1446.51
2023-01-28,North,Frank,Hardware,Closed Lost,Large,14,12416.67,0.0,1,Jan,1,Saturday,0,0.0
2023-03-19,South,Bob,Training,Closed Won,Medium,19,9871.49,187558.31,3,Mar,1,Sunday,1,9871.49
2023-03-18,South,Grace,Training,Closed Won,Large,5,9886.46,49432.3,3,Mar,1,Saturday,1,9886.46
2023-10-16,West,Grace,Training,Closed Won,Large,18,2361.07,42499.26,10,Oct,4,Monday,1,2361.07
2023-06-05,North,Henry,Consulting,Closed Won,Small,12,9927.71,119132.52,6,Jun,2,Monday,1,9927.71
2023-02-13,West,Frank,Support Package,Closed Lost,Small,17,14746.0,0.0,2,Feb,1,Monday,0,0.0
2023-05-08,North,Frank,Training,Closed Lost,Small,13,13721.37,0.0,5,May,2,Monday,0,0.0
2023-03-02,North,Eva,Training,Closed Lost,Small,2,6867.39,0.0,3,Mar,1,Thursday,0,0.0
2023-10-13,East,Henry,Consulting,Closed Won,Medium,13,1079.25,14030.25,10,Oct,4,Friday,1,1079.25
2023-08-02,North,Alice,Consulting,Closed Won,Small,7,5753.26,40272.82,8,Aug,3,Wednesday,1,5753.26
2023-11-07,West,Bob,Training,Closed Won,Small,10,12482.66,124826.6,11,Nov,4,Tuesday,1,12482.66
